102b1c,"Motorola Mobility LLC, a Lenovo Company"
102b41,"Samsung Electronics Co.,Ltd"
102baa,Sagemcom Broadband SAS
102c6b,"AMPAK Technology, Inc."
102c83,Ximea
102c8d,"GD Midea Air-Conditioning Equipment Co.,Ltd."
102cb1,Smart Innovation LLC
102cef,EMU Electronic AG
102d31,Shenzhen Americas Trading Company LLC
102d41,"Sichuan AI-Link Technology Co., Ltd."
102d96,Looxcie Inc.
102e00,Intel Corporate
102eaf,Texas Instruments
102f6b,Microsoft Corporation
102f6e,Shenzhen Sundray Technologies company Limited
102fa3,Shenzhen Uvision-tech Technology Co.Ltd
102fca,"Apple, Inc."
102ff8,"Vicoretek (Nanjing) Co.,Ltd."
103025,"Apple, Inc."
103034,Cara Systems
103047,"Samsung Electronics Co.,Ltd"
103089,Resideo
10321d,"Huawei Technologies Co.,Ltd"
10322c,"Murata Manufacturing Co., Ltd."
10327e,"Huawei Device Co., Ltd."
103378,"FLECTRON Co., LTD"
1033bf,Vantiva USA LLC
10341b,Spacelink
103597,Qorvo Utrecht B.V.
10364a,Boston Dynamics
1036aa,Vantiva - Connected Home
103711,Norbit Its
10381f,"Sichuan AI-Link Technology Co., Ltd."
103917,"Samsung Electronics Co.,Ltd"
10394e,"Hisense broadband multimedia technology Co.,Ltd"
1039e9,Juniper Networks
103a5d,Emerson
103b54,"Huawei Technologies Co.,Ltd"
103b59,"Samsung Electronics Co.,Ltd"
103c59,zte corporation
103d0a,"Hui Zhou Gaoshengda Technology Co.,LTD"
103d1c,Intel Corporate
103d3e,"China Mobile Group Device Co.,Ltd."
103dea,HFC Technology (Beijing) Ltd. Co.
103f44,Xiaomi Communications Co Ltd
103f8c,"New H3C Technologies Co., Ltd"
1040f3,"Apple, Inc."
104121,Tellescom Industria E Comercio Em Telecomunicacao
10417f,"Apple, Inc."
104210,"Apple, Inc."
104369,Soundmax Electronic Limited
104400,"Huawei Technologies Co.,Ltd"
10445a,"Shaanxi Hitech Electronic Co., LTD"
1045be,Norphonic AS
1045f8,LNT-Automation GmbH
1046b4,FormericaOE
104738,"Nokia Shanghai Bell Co., Ltd."
104780,"Huawei Technologies Co.,Ltd"
1047e7,"Shenzhen YOUHUA Technology Co., Ltd"
1048b1,Beijing Duokan Technology Limited
10490e,"Huawei Technologies Co.,Ltd"
104963,Harting K.K.
104a7d,Intel Corporate
104b46,Mitsubishi Electric Corporation
104c43,"Fiberhome Telecommunication Technologies Co.,LTD"
104d15,Viaanix Inc
104d77,Innovative Computer Engineering
104e07,"Shanghai Genvision Industries Co.,Ltd"
104e20,Hse Smart
104e89,Garmin International
104f58,Hewlett Packard Enterprise
104fa8,Sony Corporation
105072,Sercomm Corporation.
105107,Intel Corporate
105172,"Huawei Technologies Co.,Ltd"
1051db,Espressif Inc.
10521c,Espressif Inc.
1052bd,"Huawei Technologies Co.,Ltd"
105403,INTARSO GmbH
1054d200,"GIPS Technology Co., Ltd."
1054d210,"Jiangxi Ofilm&Jvneng IoT Tech Co., Ltd."
1054d220,ComNav Technology Ltd.
1054d230,"Little Array Technology (Shenzhen) Co., Ltd."
1054d240,Raylogic Control Systems Private Limited
1054d250,Sybersense
1054d260,Lanao Communication Technology Limited
1054d270,"Shenzhen Carsafe Technology Development Co.,Ltd"
1054d280,Annapurna labs
1054d290,"Bamboo Dynamics Corporation., Ltd."
1054d2a0,Embion B.V.
1054d2b0,"Shenzhen Dinstech Technology Co.,Ltd."
1054d2c0,"LUXSHARE-ICT Co., Ltd."
1054d2d0,Sun wealth technology corporation limited
1054d2e0,Cosmo Aiot Technology Co Ltd
1055e4,"Shenzhen Skyworth Digital Technology CO., Ltd"
105611,Commscope
1056ca,Peplink International Ltd.
105725,"Cisco Systems, Inc"
105887,"Fiberhome Telecommunication Technologies Co.,LTD"
105917,Tonal
105932,"Roku, Inc"
105a17,Tuya Smart Inc.
105a95,TP-Link Systems Inc.
105af7,ADB Italia
105bad,Mega Well Limited
105c3b,"Perma-Pipe, Inc."
105cbf,DuroByte Inc
105ddc,"Huawei Device Co., Ltd."
105eae,"New H3C Technologies Co., Ltd"
105f02,"Ruijie Networks Co.,LTD"
105f06,"Actiontec Electronics, Inc"
105f49,Cisco SPVTG
105f81,"INTENTSECURE Inc.,"
105fad,Intel Corporate
105fd4,Tendyron Corporation
10604b,Hewlett Packard
1062c9,Adatis GmbH & Co. KG
1062d0,Vantiva USA LLC
1062e5,Hewlett Packard
1062eb,D-Link International
10634b,"Shenzhen Mercury Communication Technologies Co.,Ltd."
1063a300,Changsha Sunvote Limited
1063a310,"Jacobs Technology, Inc."
1063a320,Sichuan Puhui Zhida Communication Equipment Co. Ltd.
1063a330,Nextvision Stabilized Systems LTD
1063a340,Gantech E Technologies Private Limited
1063a350,"Lianxin (Dalian) Technology Co.,Ltd"
1063a360,Morgan Schaffer
1063a370,"NRS Co., Ltd."
1063a380,"Shanghai Kanghai Information System CO.,LTD."
1063a390,Nexite
1063a3a0,ITAB Shop products
1063a3b0,Shen zhen shi shang mei dian zi shang wu you xian gong si
1063a3c0,Flat-Pro Llc
1063a3d0,Triton Sensors
1063a3e0,Annapurna labs
1063c8,Liteon Technology Corporation
1064e2,ADFweb.com s.r.l.
106519,"Shenzhen iComm Semiconductor CO.,LTD"
106530,Dell Inc.
1065a3,Panamax LLC
1065cf,Iqsim
106650,Robert Bosch JuP1
10666a,Zabbly
106682,"NEC Platforms, Ltd."
1067a3,"Huawei Technologies Co.,Ltd"
106838,AzureWave Technology Inc.
10683f,LG Electronics (Mobile Communications)
106f3f,Buffalo.Inc
106fd9,Cloud Network Technology Singapore Pte. Ltd.
106fef,Ad-Sol Nissin Corp
1070fd,"Mellanox Technologies, Inc."
107100,"Huawei Device Co., Ltd."
1071b3,Zyxel Communications Corporation
1071f9,"Cloud Telecomputers, LLC"
1071fa,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
107223,Tellescom Industria E Comercio Em Telecomunicacao
1073c6,August Internet Limited
1073eb,Infiniti Electro-Optics
10746f,Motorola Solutions Malaysia Sdn. Bhd.
1074c5,Calix Inc.
107636,Earda Technologies co Ltd
10768a,EoCell
107717,"Shenzhen Chuangwei-Rgb Electronics Co.,Ltd"
1077b0,"Fiberhome Telecommunication Technologies Co.,LTD"
1077b1,"Samsung Electronics Co.,Ltd"
10785b,"Actiontec Electronics, Inc"
107873,"Shenzhen Jinkeyi Communication Co., Ltd."
1078ce,"Hanvit SI, Inc."
1078d2,"Elitegroup Computer Systems Co.,Ltd."
107a2a,Microsoft Corporation
107a86,U&U Engineering Inc.
107b44,ASUSTek COMPUTER INC.
107b93,"Zhen Shi Information Technology (Shanghai) Co., Ltd."
107ba4,"Olive & Dove Co.,Ltd."
107bce,Nokia
107bef,Zyxel Communications Corporation
107c61,ASUSTek COMPUTER INC.
107d1a,Dell Inc.
107dc8,"Apple, Inc."
1081b4,"Hunan Greatwall Galaxy Science and Technology Co.,Ltd."
10823d,"Ruijie Networks Co.,LTD"
108286,"Luxshare Precision Industry Co.,Ltd"
1082d7,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
108321,"Yichip Microelectronics (Hangzhou) Co.,Ltd"
1083b4,Sidora Srl
1083d2,"Microseven Systems, LLC"
10868c,Commscope
1086f4,"Huawei Device Co., Ltd."
10880f,Daruma Telecomunicações e Informática S.A.
1088ce,"Fiberhome Telecommunication Technologies Co.,LTD"
1088d3,"Huawei Technologies Co.,Ltd"
1089fb,"Samsung Electronics Co.,Ltd"
108a1b,RAONIX Inc.
108a7b,Nokia
108b6a,"Antailiye Technology Co.,Ltd"
108ccf,"Cisco Systems, Inc"
108eba,Molekule
108ee0,"Samsung Electronics Co.,Ltd"
108ffe,"Huawei Technologies Co.,Ltd"
10907d,"Funshion Online Technologies Co.,Ltd"
1090fa,"New H3C Technologies Co., Ltd"
1090fc,"Shenzhen DOOGEE Hengtong Technology CO.,LTD"
109166,"Shenzhen Yinwang Intelligent Technologies Co.,Ltd."
1091a8,Espressif Inc.
1091d1,Intel Corporate
109266,"Samsung Electronics Co.,Ltd"
109327,"GIGA-BYTE TECHNOLOGY CO. , Ltd."
109397,Commscope
1093c9,"Kingsignal Technology Co., Ltd."
1093e9,"Apple, Inc."
109497,Logitech Hong Kong
1094bb,"Apple, Inc."
1094ef,"Huawei Technologies Co.,Ltd"
10954b,Megabyte Ltd.
10961a,Chipsea Technologies (Shenzhen) Corp.
10961d,"NXP USA, Inc"
109693,Amazon Technologies Inc.
1096c6,"Cisco Systems, Inc"
1097bd,Espressif Inc.
109819,Dell Inc.
109826,Nokia
109836,Dell Inc.
10985f,Inventus Power Eletronica do Brasil LTDA
1098c3,"Murata Manufacturing Co., Ltd."
109ab9,Tosibox Oy
109aba,Intel Corporate
109add,"Apple, Inc."
109c70,Prusa Research s.r.o.
109d7a,"Huawei Device Co., Ltd."
109d9c,EM Microelectronic
109e3a,"Zhejiang Tmall Technology Co., Ltd."
109e6b,"Apple, Inc."
109f41,"Apple, Inc."
109f47,"Shenzhen Skyworth Digital Technology CO., Ltd"
109f4f,"New H3C Intelligence Terminal Co., Ltd."
109fa9,"Actiontec Electronics, Inc"
10a13b,Fujikura Rubber Ltd.
10a145,nexzo india pvt ltd
10a1da,"Apple, Inc."
10a24e,"Gold3Link Electronics Co., Ltd"
10a2d3,"Apple, Inc."
10a30f,"Huawei Technologies Co.,Ltd"
10a3b8,Iskratel d.o.o.
10a450,Kwikset
10a4b9,"Baidu Online Network Technology (Beijing) Co., Ltd"
10a4be,Shenzhen Bilian Electronic Co.，Ltd
10a4c9,"Apple, Inc."
10a4da,"Huawei Technologies Co.,Ltd"
10a51d,Intel Corporate
10a562,Iton Technology Corp.
10a5d0,"Murata Manufacturing Co., Ltd."
10a659,"Mobile Create Co.,Ltd."
10a743,SK Mtek Limited
10a793,Vantiva USA LLC
10a829,"Cisco Systems, Inc"
10a879,Intel Corporate
10a932,"Beijing Cyber Cloud Technology Co. ,Ltd."
10abc9,"Samsung Electronics Co.,Ltd"
10ae60,Amazon Technologies Inc.
10aea5,Duskrise inc.
10af78,"Shenzhen ATUE Technology Co., Ltd"
10b06e,Shenzhen Phaten Tech. LTD
10b1df,Cloud Network Technology Singapore Pte. Ltd.
10b1f8,"Huawei Technologies Co.,Ltd"
10b232,"Qingdao Intelligent&Precise Electronics Co.,Ltd."
10b26b,"base Co.,Ltd."
10b36f,Bowei Technology Company Limited
10b3c6,"Cisco Systems, Inc"
10b3d5,"Cisco Systems, Inc"
10b3d6,"Cisco Systems, Inc"
10b41d,Espressif Inc.
10b588,"Apple, Inc."
10b65e,"New H3C Technologies Co., Ltd"
10b676,HP Inc.
10b713,Private
10b7a8,CableFree Networks Limited
10b7f6,Plastoform Industries Ltd.
10b9c4,"Apple, Inc."
10b9f7,Niko-Servodan
10b9fe,Lika srl
10ba1a,"SHENZHEN IK WORLD Technology Co., Ltd"
10baa5,"Gana I&C Co., Ltd"
10bbf3,Hunan Fn-Link Technology Limited
10bc36,"Huawei Device Co., Ltd."
10bc97,"vivo Mobile Communication Co., Ltd."
10bd18,"Cisco Systems, Inc"
10bd3a,"Apple, Inc."
10bd43,Robert Bosch Elektronikai Kft.
10bd55,Q-Lab Corporation
10bda3,Espressif Inc.
10be99,Netberg
10bef5,D-Link International
10bf48,ASUSTek COMPUTER INC.
10bf67,Amazon Technologies Inc.
10c07c,Blu-ray Disc Association
10c0d5,HOLOEYE Photonics AG
10c172,"Huawei Technologies Co.,Ltd"
10c197,Xiaomi Communications Co Ltd
10c22f,"China Entropy Co., Ltd."
10c25a,Vantiva USA LLC
10c2ba,"UTT Co., Ltd."
10c34d,"Shenzhen Water World Co.,Ltd."
10c37b,ASUSTek COMPUTER INC.
10c3ab,"Huawei Technologies Co.,Ltd"
10c4ca,"HUMAX Co., Ltd."
10c586,"Bio Sound Lab Co., Ltd."
10c595,Lenovo
10c5fa,Zyxel Communications Corporation
10c60c,Domino UK Ltd
10c61f,"Huawei Technologies Co.,Ltd"
10c65e,Adapt-IP
10c67e,"Shenzhen Juchin Technology Co., Ltd"
10c6fc,Garmin International
10c735,Microsoft Corporation
10c73f,Midas Klark Teknik Ltd
10c753,"Qingdao Intelligent&Precise Electronics Co.,Ltd."
10c9ca,Ace Technology Corp.
10ca81,Precia
10cabf,Texas Instruments
10cb33,NXP Semiconductors Taiwan Ltd.
10cc1b,"Liverock technologies,INC"
10ccdb,Aximum Produits Electroniques
10cd54,"Huawei Technologies Co.,Ltd"
10cd6e,Fisys
10cdae,Avaya Inc
10cdb6,"Essential Products, Inc."
10ce02,Amazon Technologies Inc.
10ce45,Miromico AG
10cea9,Texas Instruments
10cee9,"Apple, Inc."
10cf0f,"Apple, Inc."
10d07a,"AMPAK Technology, Inc."
10d0ab,zte corporation
10d1dc,INSTAR Deutschland GmbH
10d38a,"Samsung Electronics Co.,Ltd"
10d542,"Samsung Electronics Co.,Ltd"
10d561,Tuya Smart Inc.
10d657,"Siemens Industrial Automation Products Ltd., Chengdu"
10d680,Tendyron Corporation
10d7b0,Sagemcom Broadband SAS
10d8b1,AUO Corporation
10d8cc,"Guangzhou FiiO Electronics Technology CO., LTD"
10d9a2,"Google, Inc."
10da43,Netgear
10da49,"Huawei Device Co., Ltd."
10da63,"Apple, Inc."
10dc4a,"Fiberhome Telecommunication Technologies Co.,LTD"
10dcb600,Apex Supply Chain Technologies
10dcb610,Hitachi Energy Switzerland Ltd
10dcb620,Cal-Comp Industria E Comercio De Eletronicos E Informatica Ltda
10dcb630,Hanacns
10dcb640,Annapurna labs
10dcb650,Milesight Taiwan
10dcb660,Prolan Zrt.
10dcb670,"Moya Commumication Technology (Shenzhen) Co.,Ltd."
10dcb680,"Sanofi (Beijing) Pharmaceutical Co., Ltd."
10dcb690,"Fuzhou Rockchip Electronics Co.,Ltd"
10dcb6a0,Pickering Interfaces Ltd
10dcb6b0,Eyeball Fintech Company
10dcb6c0,BBPOS Limited
10dcb6d0,LeoLabs
10dcb6e0,"Shenzhen Sunwoda intelligent hardware Co.,Ltd"
10ddb1,"Apple, Inc."
10ddf4,"Maxway Electronics CO.,LTD"
10dee4,automationNEXT GmbH
10df8b,"Shenzhen CareDear Communication Technology Co.,Ltd"
10dffc,Siemens AG
10e177,Commscope
10e18e,"Universal Global Scientific Industrial., Ltd"
10e2c9,"Apple, Inc."
10e2d5,Qi Hardware Inc.
10e376,"Cisco Systems, Inc"
10e3c7,Seohwa Telecom
10e4af,"Apr, Llc"
10e4c2,"Samsung Electronics Co.,Ltd"
10e66b,"Kaon Broadband CO., LTD."
10e676,"Cisco Systems, Inc"
10e68f,"Kwangsung Electronics Korea Co.,Ltd."
10e6ae,"Source Technologies, LLC"
10e77a,STMicrolectronics International NV
10e7c6,Hewlett Packard
10e83a,Fiberx Distribuidora De Produtos De Telecomunicacao Ltda
10e840,"Zowee Technology(Heyuan) Co., Ltd."
10e864,"Nucode Co., Ltd."
10e878,Nokia
10e8a7,WNC Corporation
10e8ee,PhaseSpace
10e953,"Huawei Device Co., Ltd."
10e992,Ingram Micro Services
10ea59,Cisco SPVTG
10ec81,"Samsung Electronics Co.,Ltd"
10edc8,NXP Semiconductors Taiwan Ltd.
10eed9,Canoga Perkins Corporation
10f005,Intel Corporate
10f068,Ruckus Wireless
10f163,"Tnk Co.,Ltd"
10f1c7,Tachyon Networks Inc
10f1f2,LG Electronics (Mobile Communications)
10f311,"Cisco Systems, Inc"
10f3db,"Gridco Systems, Inc."
10f49a,T3 Innovation
10f605,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
10f60a,Intel Corporate
10f681,"vivo Mobile Communication Co., Ltd."
10f920,"Cisco Systems, Inc"
10f96f,LG Electronics (Mobile Communications)
10f9eb,Industria Fueguina de Relojería Electrónica s.a.
10f9ee,Nokia Corporation
10face,"Reacheng Communication Technology Co.,Ltd"
10fbf0,KangSheng LTD.
10fc33,"Huawei Device Co., Ltd."
10fc54,"Shany Electronic Co., Ltd."
10fcb6,"mirusystems CO.,LTD"
10feed,"Tp-Link Technologies Co.,Ltd."
10ffe0,"Giga-Byte Technology Co.,Ltd."
1100aa,Private
111111,Private
140020,"LongSung Technology (Shanghai) Co.,Ltd."
14007d,zte corporation
1400e9,Mitel Networks Corporation
140152,"Samsung Electronics Co.,Ltd"
14019c,Ubyon Inc.
1402ec,Hewlett Packard Enterprise
140338,"Huawei Technologies Co.,Ltd"
140467,"SNK Technologies Co.,Ltd."
140589,"Motorola Mobility LLC, a Lenovo Company"
14064c,Vogl Electronic GmbH
1406a7,Cresyn
140708,Cp Plus Gmbh & Co. Kg
1407e0,Abrantix AG
140805,Sky Uk Limited
140808,Espressif Inc.
1409b4,zte corporation
1409dc,"Huawei Technologies Co.,Ltd"
140a02,Shenzhen Bilian Electronic Co.，Ltd
140a29,Tiinlab Corporation
140ac5,Amazon Technologies Inc.
140b9e,"Samsung Electronics Co.,Ltd"
140c5b,PLNetworks
140c76,Freebox Sas
140d4f,Flextronics International
140f42,Nokia
140fa6,Renesas Electronics (Penang) Sdn. Bhd.
14109f,"Apple, Inc."
141114,Tecno Mobile Limited
14115d,"Skyworth Digital Technology(Shenzhen) Co.,Ltd"
14130b,Garmin International
141330,Anakreon UK LLP
141333,AzureWave Technology Inc.
141346,"Skyworth Digital Technology(Shenzhen) Co.,Ltd"
141357,"ATP Electronics, Inc."
1413fb,"Huawei Technologies Co.,Ltd"
141416,"Hui Zhou Gaoshengda Technology Co.,LTD"
14144b,"Ruijie Networks Co.,LTD"
141459,Vodafone Italia S.p.A.
14147d,"Apple, Inc."
1414e6,"Ningbo Sanhe Digital Co.,Ltd"
14157c,"Tokyo Cosmos Electric Co.,Ltd."
14169d,"Cisco Systems, Inc"
14169e,Wingtech Group (HongKong）Limited
14172a,"Fiberhome Telecommunication Technologies Co.,LTD"
141826,Nokia
141844,Xenon Smart Teknoloji Ltd.
141877,Dell Inc.
1418c3,Intel Corporate
141923,"Cisco Systems, Inc"
141973,"Beijing Yunyi Times Technology Co.,Ltd"
141a51,Treetech Sistemas Digitais
141a97,"Apple, Inc."
141aa3,"Motorola Mobility LLC, a Lenovo Company"
141aaa,Metal Work SpA
141b30,"Shenzhen Yipingfang Network Technology Co., Ltd."
141ba0,"Apple, Inc."
141bbd,Volex Inc.
141bf0,Intellimedia Systems Ltd
141f78,"Samsung Electronics Co.,Ltd"
141fba00,"Shenzhen Mining Technology Co.,Ltd."
141fba10,GloQuad
141fba20,Deutsche Energieversorgung GmbH
141fba30,Private
141fba40,Byzero
141fba50,Inttelix Brasil Tecnologia e Sistemas Ltda
141fba60,Hitachi Rail RCS France SAS
141fba70,"Wisnetworks Technologies Co., Ltd."
141fba80,"Shenzhen CATIC Information Technology Industry Co.,Ltd"
141fba90,Black Moth Technologies
141fbaa0,"Winsonic Electronics Co., Ltd."
141fbab0,"Newings Communication CO., LTD."
141fbac0,"Swiss Electronic (Shenzhen) Co., Ltd"
141fbad0,"AJIS(DALIAN)co.,LTD"
141fbae0,POS Systema LLC
141fbaf0,Private
142004,zte corporation
14205e,"Apple, Inc."
142103,Calix Inc.
142233,"Fiberhome Telecommunication Technologies Co.,LTD"
14223b,"Google, Inc."
1422db,eero inc.
14230a,"Huawei Technologies Co.,Ltd"
1423d7,"Eutronix Co., Ltd."
1423f2,Broadcom Limited
1423f3,Broadcom Limited
142475,"4DReplay, Inc"
142876,"Apple, Inc."
142882,Midicom Electronics Co.Ltd
142971,Nemoa Electronics (Hk) Co. Ltd
142a14,"ShenZhen Selenview Digital Technology Co.,Ltd"
142b2f,Espressif Inc.
142bd2,Armtel Ltd.
142bd6,"Guangdong Appscomm Co.,Ltd"
142c78,"GooWi Wireless Technology Co., Limited"
142d27,"Hon Hai Precision Ind. Co.,Ltd."
142d41,Silicon Laboratories
142d4d,"Apple, Inc."
142d79,"Fiberhome Telecommunication Technologies Co.,LTD"
142d8b,"Incipio Technologies, Inc"
142df5,Amphitech
142e43,"Hisense broadband multimedia technology Co.,Ltd"
142e5e,Sercomm Corporation.
142ffd,Lt Security Inc
143004,"Huawei Technologies Co.,Ltd"
14307a,Avermetrics
1430c6,"Motorola Mobility LLC, a Lenovo Company"
1432d1,"Samsung Electronics Co.,Ltd"
14335c,Espressif Inc.
143365,TEM Mobile Limited
143375,Zyxel Communications Corporation
1434f6,Lv Solution Sdn. Bhd.
14358b,"Mediabridge Products, LLC."
1435b3,"Future Designs, Inc."
1435b7,"Apple, Inc."
143605,Nokia Corporation
14360e,Zyxel Communications Corporation
1436c6,Lenovo Mobile Communication Technology Ltd.
143719,PT Prakarsa Visi Valutama
14373b,PROCOM Systems
14375e,Symbotic LLC
1438fa,"Motorola Mobility LLC, a Lenovo Company"
14392f,Lear
143a9a,"Hon Hai Precision Industry Co.,LTD"
143aea,Dynapower Company LLC
143b42,"Realfit(Shenzhen) Intelligent Technology Co., Ltd"
143b51,"Huawei Device Co., Ltd."
143cc3,"Huawei Technologies Co.,Ltd"
143df2,"Beijing Shidai Hongyuan Network Communication Co.,Ltd"
143e60,Nokia
143ebf,zte corporation
143ec2,Intel Corporate
143f27,Noccela Oy
143fa6,Sony Home Entertainment&Sound Products Inc
143fc3,SnapAV
144146,"Honeywell (China) Co., LTD"
1441e2,"Monaco Enterprises, Inc."
1442fc,Texas Instruments
144319,Creative&Link Technology Limited
14444a,Apollo Seiko Ltd.
14448f,Edgecore Networks Corporation
144658,"Huawei Technologies Co.,Ltd"
1446e4,Avistel
14472d,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
144802,"THE YEOLRIM Co.,Ltd."
14488b,"Shenzhen Doov Technology Co.,Ltd"
144920,"Huawei Technologies Co.,Ltd"
144978,Digital Control Incorporated
1449bc,DrayTek Corp.
1449c5,"Huawei Device Co., Ltd."
1449d4,Xiaomi Communications Co Ltd
1449e0,Samsung Electro-Mechanics(Thailand)
144c1a,Max Communication GmbH
144cff,"Grandstream Networks, Inc."
144d67,Zioncom Electronics (Shenzhen) Ltd.
144e2a,Ciena Corporation
144e34,Remote Solution
144f8a,Intel Corporate
144fd700,Annapurna labs
144fd710,Zehnder Group AG
144fd720,FedEx Services OTI
144fd730,"Qingdao Wodatong Electronics Co., Ltd."
144fd740,Red Technology Limited
144fd750,Fls Finland Oy
144fd760,"i-SENS, Inc."
144fd770,"Shenzhen V-Streaming Technology Co., Ltd."
144fd780,"NPort Networks Inc.,"
144fd790,Emerson Network Power (India) Pvt. Ltd.
144fd7a0,Unirobot Corporation
144fd7b0,Arkus-ST Ltd
144fd7c0,D&S Cable Industries (HK) Limited
144fd7d0,"Shanghai B&A Technology Co., Ltd"
144fd7e0,"Edan Instruments, Inc."
144ff0,NXP Semiconductors Taiwan Ltd.
145051,SHARP Corporation
145120,"Huawei Device Co., Ltd."
14517e,"New H3C Technologies Co., Ltd"
145290,KNS Group LLC (YADRO Company)
145412,"Entis Co., Ltd."
145594,"Huawei Device Co., Ltd."
1455b9,Nokia Solutions and Networks GmbH & Co. KG
14563a,"Huawei Device Co., Ltd."
145645,Savitech Corp.
14568e,"Samsung Electronics Co.,Ltd"
145790,"Qingdao Haier Technology Co.,Ltd"
14579f,"Huawei Technologies Co.,Ltd"
145808,Taicang T&W Electronics
1458d0,Hewlett Packard
1459c0,Netgear
1459c3,Creative Chips GmbH
145a05,"Apple, Inc."
145a41,Cloud Network Technology Singapore Pte. Ltd.
145a83,Logi-D inc
145afc,Liteon Technology Corporation
145bb9,ConMet
145bd1,Commscope
145be1,nyantec GmbH
145d34,Shenzhen Bilian Electronic Co.，Ltd
145e45,Bamboo Systems Group
145e69,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
145ebc,"Huawei Technologies Co.,Ltd"
145f94,"Huawei Technologies Co.,Ltd"
146080,zte corporation
1460cb,"Apple, Inc."
146102,Alps Alpine
14612f,Avaya Inc
1461a4,"Honor Device Co., Ltd."
146308,Jabil Circuit (Shanghai) Ltd.
146393,Espressif Inc.
14656a,"Huawei Technologies Co.,Ltd"
1466b7,Advanced Design Technology Pty Ltd
1469a2,"Sichuan Tianyi Comheart Telecom Co.,LTD"
146a0b,Cypress Electronics Limited
146b72,"Shenzhen Fortune Ship Technology Co., Ltd."
146b9a,zte corporation
146b9c,Shenzhen Bilian Electronic Co.，Ltd
146c27,"Dongguan Liesheng Electronic Co., Ltd."
146e0a,Private
147057,"Shennan Circuits Co.,Ltd"
147373,Tubitak Uekae
147411,Rim
14755b,Intel Corporate
147590,"Tp-Link Technologies Co.,Ltd."
1475e5,ELMAX Srl
147649,Hewlett Packard Enterprise
147740,"Huawei Device Co., Ltd."
14780b,Varex Imaging Deutschland AG
147830,NVIDIA Corporation
1479f3,"China Mobile Group Device Co.,Ltd."
147ae4,"Apple, Inc."
147bac,Nokia
147d05,Sercomm Philippines Inc
147db3,"Joa Telecom.Co.,Ltd"
147dc5,"Murata Manufacturing Co., Ltd."
147dda,"Apple, Inc."
147e19,Hewlett Packard Enterprise
147ea1,Britania Eletrônicos S.A.
147f0f,Texas Instruments
147f67,LG Innotek
147fce,"Apple, Inc."
14801f,Sunnovo International Limited
1480cc,"Quectel Wireless Solutions Co.,Ltd."
148121,TOP WING Corporation
14825b,"Hefei Radio Communication Technology Co., Ltd"
148430,Mitac Computing Technology Corporation
148473,"Cisco Systems, Inc"
148477,"New H3C Technologies Co., Ltd"
148501,Rivos Inc.
148509,"Apple, Inc."
148554,Earda Technologies co Ltd
14857f,Intel Corporate
148692,"Tp-Link Technologies Co.,Ltd."
14876a,"Apple, Inc."
1488e6,"Apple, Inc."
148919,2bps
14893e,Vixtel Technologies Limted
1489cb,"Huawei Technologies Co.,Ltd"
1489fd,"Samsung Electronics Co.,Ltd"
148a70,ADS GmbH
148c4a,"Huawei Technologies Co.,Ltd"
148f21,Garmin International
148f34,Tecno Mobile Limited
148f79,"Apple, Inc."
148fc6,"Apple, Inc."
14907a,"Beijing Xiaomi Mobile Software Co., Ltd"
149090,"KongTop industrial(shen zhen)CO.,LTD"
149138,Amazon Technologies Inc.
149182,Belkin International Inc.
1492f9,"Sichuan AI-Link Technology Co., Ltd."
149346,PNI sensor corporation
14942f,"Usys Co.,Ltd."
149448,Blu Castle S.A.
14946c,"Apple, Inc."
149569,"Shenzhen iComm Semiconductor CO.,LTD"
1495ce,"Apple, Inc."
14962d,"New H3C Technologies Co., Ltd"
1496e5,"Samsung Electronics Co.,Ltd"
149877,"Apple, Inc."
14987d,Vantiva USA LLC
14993e,Xiaomi Communications Co Ltd
1499e2,"Apple, Inc."
149a10,Microsoft Corporation
149aa3,"Huawei Technologies Co.,Ltd"
149b2f,"JiangSu ZhongXie Intelligent Technology co., LTD"
149bd7,"Muli Muwai Furniture Qidong Co., Ltd"
149bf3,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
149cef,Texas Instruments
149d09,"Huawei Technologies Co.,Ltd"
149d99,"Apple, Inc."
149e5d,"JSC ""IB Reform"""
149ecf,Dell Inc.
149f3c,"Samsung Electronics Co.,Ltd"
149f43,Cisco Meraki
149fb6,"Guangdong Genius Technology Co., Ltd."
149fe8,Lenovo Mobile Communication Technology Ltd.
14a0f8,"Huawei Technologies Co.,Ltd"
14a1bf,"ASSA ABLOY Korea Co., Ltd Unilock"
14a1df,"China Mobile Group Device Co.,Ltd."
14a2a0,"Cisco Systems, Inc"
14a32f,"Huawei Device Co., Ltd."
14a364,"Samsung Electronics Co.,Ltd"
14a3b4,"Huawei Device Co., Ltd."
14a417,"Shenzhen Belon Technology CO.,LTD"
14a454,"Mist Systems, Inc."
14a51a,"Huawei Technologies Co.,Ltd"
14a62c,S.M. Dezac S.A.
14a72b,currentoptronics Pvt.Ltd
14a78b,"Zhejiang Dahua Technology Co., Ltd."
